Order ID,Order Date,Customer Name,Region,Product,Category,Sales,Quantity,Discount,Profit
jG-4115-361632,2020-09-24,Megan Mueller,East,Bookcase,Furniture,1025.08,5,0.45,479.08
jA-9484-797774,2025-01-04,Marie Nielsen,East,Paper,Office Supplies,1820.45,2,0.46,734.97
Bj-0716-225406,2023-04-22,Carl Juarez,West,Laptop,Technology,816.89,1,0.23,134.09
pi-6767-800771,2022-07-29,Felicia Gregory,West,Laptop,Technology,1136.57,4,0.45,-252.94
Hw-5008-041381,2023-04-22,,Central,Chair,Furniture,1037.05,2,0.22,352.59
dL-2626-182840,2024-04-26,Maureen Li,East,Pen,Office Supplies,189.54,6,,-50.37
tR-8337-655104,2023-06-13,Louis Acevedo,East,Phone,Technology,402.44,5,0.35,98.39
oK-3859-332673,2024-10-23,Sean Smith,West,Stapler,Office Supplies,877.74,6,0.01,-92.45
nF-1237-454150,2020-10-06,Kayla Carter,Central,Paper,Office Supplies,57.03,4,,23.62
uz-6419-114212,2024-03-29,Colleen Burke,East,Chair,Furniture,1011.23,6,,14.92
MF-4205-302333,2023-09-13,Thomas Buchanan,Central,Paper,Office Supplies,150.03,10,,56.96
bb-1969-205620,2022-06-12,Sarah Morgan,West,Bookcase,Furniture,914.45,9,0.44,165.6
Pt-8045-440981,2024-02-03,Jacob Owens,South,Printer,Technology,877.7,8,,345.52
sy-5621-718084,2024-02-19,Rachel Walters,Central,Table,Furniture,637.63,6,,241.77
LL-4315-464051,2021-03-23,Heather Carney,East,Bookcase,Furniture,612.12,6,,64.24
ij-0471-502841,2020-11-24,Kristi Phillips,South,Laptop,Technology,339.97,7,0.42,156.67
PM-6881-072328,2021-02-21,Kelsey Grant,West,Phone,Technology,314.35,9,0.17,136.1
QJ-1798-861727,2022-07-04,Jamie Smith,East,Laptop,Technology,737.68,1,0.46,150.44
IS-8854-441150,2024-10-26,Stephanie Ochoa,West,Phone,Technology,1451.1,5,0.43,266.15
kw-8751-141040,2022-08-16,Samuel Williams,South,Bookcase,Furniture,,10,0.44,0.0
Us-7228-781669,2025-01-07,Mr. Walter Jones,West,Phone,Technology,1816.82,9,0.18,16.43
hP-3994-238052,2021-01-03,Daniel Mendoza,South,Laptop,Technology,1596.77,4,0.27,-357.72
vz-3973-274032,2021-01-14,Deanna Garcia,East,Pen,Office Supplies,994.15,7,0.06,433.15
UF-6138-952518,2022-05-14,Emily Flores,East,Chair,Furniture,855.56,7,,-175.51
FJ-7412-628190,2022-11-20,David Wang,West,Desk,Furniture,471.1,3,0.26,204.45
GR-5509-662219,2025-01-16,William Wood,Central,Label,Office Supplies,1799.4,4,0.31,857.28
rF-3903-301896,2021-04-05,Christian Velazquez,East,Pen,Office Supplies,1116.3,3,0.28,533.16
rH-3869-894887,2021-05-13,Patrick Williams,East,Monitor,Technology,744.11,5,0.29,-82.36
ly-2046-542394,2023-06-19,Ryan Walters,West,Stapler,Office Supplies,1009.96,10,0.12,176.4
zk-0615-592287,2020-12-19,Rachel Collins,West,Stapler,Office Supplies,1934.65,9,0.19,852.33
tN-9763-240805,2025-03-15,Kendra Foster,South,Desk,Furniture,879.0,2,0.43,-147.14
Ku-1289-635335,2022-08-01,Dawn Baker,Central,Printer,Technology,480.16,1,0.09,132.35
kM-1786-097761,2024-04-24,Benjamin Massey,East,Stapler,Office Supplies,32.14,8,0.28,-3.55
ps-5125-630767,2020-06-16,Julia Griffin,Central,Phone,Technology,1837.41,5,0.35,-228.12
YY-6426-563617,2022-01-18,Brittany Hill,Central,Phone,Technology,634.6,1,0.34,-97.63
vD-0870-229578,2021-04-25,Randy Turner,East,Stapler,Office Supplies,1129.17,4,0.05,345.43
Lo-6643-286946,2021-07-17,Terry Ryan,South,Printer,Technology,1378.73,4,0.01,505.45
Hs-1619-159178,2023-02-15,Julie Day,Central,Laptop,Technology,1982.82,1,,-592.94
SO-6418-090950,2020-08-30,Eric Morgan,East,Phone,Technology,94.06,4,0.47,11.09
hT-0325-818539,2024-04-24,John Rogers,South,Stapler,Office Supplies,1194.29,5,0.45,-119.02
TB-3083-936083,2022-10-08,Adriana Morris,West,Bookcase,Furniture,367.02,3,0.48,-4.17
vP-6752-698868,2023-08-13,Joshua Walter,Central,Label,Office Supplies,436.74,3,0.02,-15.76
ca-5287-663696,2020-11-25,Brenda Torres,East,Pen,Office Supplies,1173.79,8,0.24,-141.03
By-5487-235761,2025-03-29,Courtney Smith,East,Stapler,Office Supplies,1677.74,10,,373.29
SQ-3376-179475,2025-02-08,,Central,Monitor,Technology,527.46,3,0.5,-148.65
to-6624-873075,2020-06-10,Lisa Long,West,Bookcase,Furniture,1327.6,3,0.45,404.28
Ef-8671-202858,2024-08-19,Michael Simon,West,Monitor,Technology,979.93,4,0.36,-18.94
lN-4562-604365,2021-10-31,Seth Olson,West,Printer,Technology,554.96,10,0.48,158.49
zL-9065-154639,2023-11-18,Heather Valdez,Central,Chair,Furniture,1762.4,8,0.33,375.12
nG-1033-924781,2021-11-07,Jill Morrow,South,Label,Office Supplies,1799.17,5,0.26,454.87
Rh-8040-163220,2024-10-30,William Patel,Central,Chair,Furniture,1519.28,2,0.15,320.51
Fd-8272-217892,2024-01-13,Curtis Lucas,Central,Phone,Technology,1958.49,6,0.29,110.73
kb-4460-613455,2023-08-03,Charles Sandoval,West,Pen,Office Supplies,974.54,4,0.44,-30.24
UM-0159-571287,2023-05-01,Kevin Alvarez,West,Printer,Technology,435.14,2,0.29,185.87
QA-9102-852599,2022-05-26,Jeffrey Floyd,Central,Laptop,Technology,,9,0.19,0.0
TA-6615-055436,2024-05-02,Amanda Smith,Central,Desk,Furniture,557.97,6,0.18,234.67
cJ-7379-527380,2024-11-26,Seth Taylor,South,Desk,Furniture,506.68,3,0.49,69.63
Uj-2473-669712,2023-10-26,Jerry Boone,Central,Bookcase,Furniture,1411.74,4,0.02,-36.53
kE-0634-780031,2020-09-16,Patrick Barnes,East,Label,Office Supplies,1973.64,7,0.47,65.68
dH-0107-738322,2022-10-14,Abigail Lee,East,Desk,Furniture,655.63,4,0.27,144.12
qs-1834-694174,2021-03-08,Nathan Faulkner,West,Chair,Furniture,1504.0,7,0.17,-120.11
iG-0576-413972,2020-06-19,Phillip Lee,Central,Table,Furniture,788.91,9,0.5,-153.33
Cp-9429-119756,2021-02-28,Shawn Young,West,Bookcase,Furniture,1032.46,8,0.0,89.9
ox-2630-739085,2023-12-18,Charles Patrick,South,Laptop,Technology,878.09,3,0.1,406.76
HV-4092-883748,2023-11-04,Cynthia Stanley,East,Printer,Technology,1792.01,5,0.3,357.26
Gd-5467-741924,2021-07-07,Kelly Wallace,South,Monitor,Technology,,3,0.08,0.0
mz-9215-885526,2022-08-06,Thomas Gonzalez,Central,Printer,Technology,817.1,7,,7.5
YG-8443-796361,2023-09-16,April Wyatt,East,Monitor,Technology,1636.61,9,0.34,-153.74
rT-3414-523076,2020-10-01,,West,Bookcase,Furniture,978.11,7,0.45,-245.06
is-8871-270833,2023-09-18,Amanda Thompson,East,Phone,Technology,659.99,5,0.1,-63.76
JF-8630-291574,2024-06-29,Christopher Perez,West,Chair,Furniture,1305.9,4,0.17,413.77
Mq-7076-504145,2021-08-28,,South,Desk,Furniture,566.63,9,0.48,45.41
yN-5842-397449,2022-11-17,Morgan Mooney,South,Pen,Office Supplies,1270.3,8,0.13,-130.28
jv-0688-131389,2022-09-03,Shane Watson,West,Table,Furniture,1479.68,3,0.24,126.05
an-6733-587758,2022-02-05,Lauren Bennett,Central,Laptop,Technology,955.92,5,0.37,-32.24
EY-2885-325426,2024-02-10,Brittney Bradford,South,Phone,Technology,1380.67,9,0.08,174.89
hh-2094-861830,2025-03-22,Jennifer Griffin,East,Label,Office Supplies,573.48,3,0.01,278.95
FB-9404-967240,2020-04-22,Allison Shields,South,Label,Office Supplies,442.19,8,0.45,41.08
vz-9392-164689,2023-01-30,Tammy Olson,East,Table,Furniture,1237.53,8,,128.29
JQ-9153-646311,2021-06-21,Jennifer Harris,West,Laptop,Technology,754.31,6,,259.83
XT-0162-973700,2023-12-07,Jamie Meyers MD,South,Label,Office Supplies,1080.61,2,0.25,255.62
zU-5864-031417,2020-10-31,Brett Bowman,Central,Phone,Technology,1590.03,4,0.5,320.34
ZZ-6840-533382,2023-10-30,Anthony Rodriguez,East,Bookcase,Furniture,400.62,4,0.44,186.65
Ee-9474-625928,2021-12-27,Sarah Gonzalez,West,Table,Furniture,1162.43,9,0.1,-28.55
xg-7562-576039,2022-04-10,Mark Collins,Central,Printer,Technology,313.9,4,,121.94
HK-8387-562302,2022-04-19,Christopher Huff,West,Desk,Furniture,1587.8,2,0.45,558.31
Pu-6521-526430,2020-11-25,Tiffany Lara,East,Stapler,Office Supplies,109.27,6,0.03,41.04
lx-3874-660266,2021-03-03,Douglas Matthews MD,West,Table,Furniture,1705.55,6,0.28,499.39
qx-0852-349929,2022-09-16,Lisa Ramos,Central,Paper,Office Supplies,312.57,4,0.41,151.47
sq-9264-310348,2022-07-06,Chelsea Franklin,West,Bookcase,Furniture,795.64,8,0.31,-144.43
pf-5576-849816,2022-05-16,Darren Davis,Central,Paper,Office Supplies,96.89,4,0.01,-13.85
Bb-2715-241597,2022-03-06,Laura Frey,Central,Monitor,Technology,,2,0.19,0.0
ah-4395-633835,2022-12-24,Mary Reyes,South,Chair,Furniture,1056.69,7,0.21,100.65
Fm-4094-726655,2024-08-22,Matthew Waller,West,Laptop,Technology,122.61,7,0.44,7.17
JE-7959-048856,2022-02-21,,Central,Printer,Technology,1476.44,3,0.22,351.76
FO-1762-282671,2020-07-22,William Kim,East,Printer,Technology,253.86,3,0.03,78.36
nq-4030-648427,2023-07-28,,Central,Chair,Furniture,1683.99,9,0.14,442.06
Ro-5933-247259,2022-09-27,Connor Holloway,South,Monitor,Technology,366.02,9,0.43,125.24
Oe-2164-784512,2021-06-03,Shawn Jordan,East,Table,Furniture,236.57,9,0.34,60.71
qm-9362-221760,2021-03-03,Denise Shelton,South,Label,Office Supplies,209.63,6,0.32,14.39
Da-5202-439091,2022-09-07,Todd Hernandez,South,Paper,Office Supplies,21.38,7,0.27,-1.48
TX-4852-528952,2020-10-14,Jessica Nunez,South,Pen,Office Supplies,1344.65,1,0.27,500.51
er-3723-955272,2023-11-24,Aaron Gutierrez,West,Stapler,Office Supplies,647.08,4,0.43,-183.75
qu-9456-362800,2023-02-03,Justin Wells,East,Table,Furniture,1347.37,9,0.16,-108.81
Nw-7298-674514,2021-09-17,Brett Brooks,East,Pen,Office Supplies,1561.71,9,0.26,15.8
LO-9164-322049,2024-08-13,Aaron Welch,West,Table,Furniture,1628.26,9,0.05,-150.49
do-4582-345621,2022-03-28,Nicole Yates,South,Stapler,Office Supplies,1037.23,10,0.38,-176.86
QK-8368-801970,2022-03-22,Tiffany Atkins,Central,Monitor,Technology,647.28,5,0.11,295.24
UB-0628-206685,2025-03-06,Omar Roberts,West,Label,Office Supplies,1642.96,3,0.41,117.81
VY-8841-762618,2022-09-24,,East,Chair,Furniture,429.34,5,0.34,-59.21
iR-2226-857252,2023-11-03,Theresa Kirby,Central,Chair,Furniture,513.69,6,0.02,200.8
Vr-1136-161443,2023-01-21,Joseph Smith,South,Printer,Technology,537.33,9,0.06,49.54
sM-7155-446633,2022-07-05,Nicole Palmer,South,Printer,Technology,695.76,4,,-56.14
my-3369-544292,2024-06-07,Miss Danielle Schmidt,West,Paper,Office Supplies,805.87,8,0.25,43.77
TJ-1845-972970,2022-11-03,Mark Harris,West,Phone,Technology,194.45,10,0.24,37.65
vJ-8255-161131,2021-12-01,Brian Grant,South,Table,Furniture,262.83,3,0.07,-8.91
QC-3862-220587,2023-07-22,Michael Griffin,East,Table,Furniture,712.06,2,0.19,-11.66
JC-6620-190382,2025-01-19,Amanda Morgan,Central,Bookcase,Furniture,445.31,5,0.32,1.68
ek-2961-492116,2020-06-14,,East,Laptop,Technology,1697.35,2,0.48,-68.59
dK-0547-857159,2024-04-15,Tiffany Cain,East,Phone,Technology,1922.63,8,0.39,18.02
mt-0966-577301,2023-09-20,Leah Garcia,Central,Bookcase,Furniture,1210.93,6,0.4,568.21
HI-4444-139425,2022-12-02,Amy Johnson,South,Monitor,Technology,431.75,7,0.17,98.8
Zh-0073-583024,2020-06-04,Mark Martin,South,Desk,Furniture,1839.17,9,0.4,-419.28
wH-7873-578131,2023-02-03,,Central,Paper,Office Supplies,520.45,8,0.25,200.33
lT-4493-368098,2023-01-16,Tanner Fleming,South,Monitor,Technology,925.34,2,0.35,444.23
mF-0075-932928,2023-09-20,Steven Simmons,East,Pen,Office Supplies,1727.6,9,0.28,668.19
ig-9376-629748,2021-11-29,Timothy Sanchez,Central,Label,Office Supplies,1535.31,10,0.41,213.5
Hz-9320-812885,2024-06-30,Emma Kirk,West,Printer,Technology,1478.58,10,,658.52
CL-6964-640081,2021-08-10,Tony Flores,South,Laptop,Technology,76.14,10,0.43,13.38
cR-1793-060321,2025-02-09,Edwin Thomas,Central,Desk,Furniture,446.73,7,0.1,-108.44
pC-1506-808220,2023-03-01,Michael Boyd,West,Label,Office Supplies,294.89,3,0.08,-28.19
UE-1401-548513,2024-03-24,Barbara Brown,South,Chair,Furniture,112.69,5,0.38,41.41
Hf-5231-474586,2022-12-07,David Taylor,Central,Paper,Office Supplies,743.15,1,0.14,170.62
zn-6838-803836,2023-05-30,Matthew Russell,South,Laptop,Technology,1583.77,10,0.35,106.04
bU-7977-349695,2022-09-01,Todd Salazar,Central,Monitor,Technology,1953.14,8,0.12,606.4
WH-0022-861623,2023-11-16,Daniel Aguirre,West,Pen,Office Supplies,1266.13,9,0.23,464.93
GJ-4803-158541,2022-06-16,Ruth Campos,South,Table,Furniture,1346.83,9,,363.43
Ge-4200-095128,2025-02-22,Kristin Cross DDS,West,Bookcase,Furniture,1198.6,6,0.21,-244.62
Fi-4120-352915,2020-07-23,Kerri Rowe,Central,Laptop,Technology,1998.44,4,0.13,-59.32
ob-1465-792321,2021-02-15,,West,Label,Office Supplies,1901.28,2,0.1,833.5
pN-9462-879915,2021-05-30,Jason Larson,West,Chair,Furniture,347.9,5,0.29,120.87
Bs-2003-981282,2021-03-03,Edward Thomas,Central,Paper,Office Supplies,794.03,6,0.02,-201.85
jS-5927-522597,2022-01-28,Abigail Hudson,West,Pen,Office Supplies,1424.31,2,0.14,46.86
ZM-9765-178434,2021-02-21,,South,Laptop,Technology,744.19,4,0.47,278.7
Jl-6577-350618,2023-09-10,David Garcia,Central,Printer,Technology,1312.72,7,0.27,-247.59
Bh-2658-666429,2020-10-10,Nicole Goodman,Central,Printer,Technology,1619.01,5,0.43,191.02
ae-2060-778340,2023-06-19,Patricia Hunter,East,Desk,Furniture,66.82,10,0.34,4.64
bB-6790-018485,2021-04-01,Alexander Butler,South,Paper,Office Supplies,113.91,3,0.37,41.22
mx-1767-027093,2024-10-16,Lisa Grimes,Central,Laptop,Technology,555.0,10,0.21,219.5
st-3144-212401,2022-10-24,David Murray,Central,Bookcase,Furniture,623.96,9,0.43,-129.32
ZE-4191-401999,2023-07-08,Melissa Phillips,Central,Printer,Technology,660.87,4,0.31,287.16
nr-1283-558071,2023-06-21,Douglas Williams,East,Printer,Technology,86.07,4,,19.73
Aq-4129-721890,2021-03-23,Savannah Bright,South,Bookcase,Furniture,408.39,4,0.14,138.1
SP-5484-383764,2021-04-25,,Central,Table,Furniture,1603.15,3,0.3,129.94
Jl-2268-565855,2021-01-07,Sarah Taylor,South,Stapler,Office Supplies,949.13,7,0.07,-236.88
vp-3787-990801,2021-10-25,Dr. Bailey Davis MD,Central,Chair,Furniture,798.7,10,0.02,58.15
mD-6056-060837,2021-05-29,Alexis Phillips,South,Monitor,Technology,804.22,7,,-61.59
cn-4336-775663,2024-11-27,Carrie Simon,West,Laptop,Technology,1033.72,10,0.0,-86.02
Ky-5396-585090,2020-09-14,James Guerrero,West,Phone,Technology,476.4,9,0.16,60.83
vE-8668-498671,2022-02-04,Michael Rios,West,Stapler,Office Supplies,1694.49,2,0.05,-93.77
oV-8530-696947,2020-05-19,Daniel Payne,East,Label,Office Supplies,1678.05,9,0.4,154.43
zM-4782-372975,2024-06-30,Stephanie Myers,West,Bookcase,Furniture,927.8,10,0.32,397.78
jZ-3081-143668,2024-11-14,Andrea Heath,West,Pen,Office Supplies,557.14,10,0.44,117.52
Jc-2695-319209,2024-11-18,Timothy Rodriguez,West,Printer,Technology,224.88,8,,45.69
DM-7842-131529,2021-09-30,Johnny Miller,East,Bookcase,Furniture,674.84,8,0.2,-88.62
Io-0370-075328,2023-05-30,Michael Gonzalez,South,Paper,Office Supplies,460.25,10,0.22,74.02
Ah-1926-085277,2023-05-13,Stephanie Parker,Central,Paper,Office Supplies,781.3,5,0.12,-48.05
YD-4868-196996,2024-01-06,,East,Monitor,Technology,,6,0.35,0.0
Nt-4145-135554,2023-04-21,Kenneth Murillo,Central,Desk,Furniture,555.26,2,0.23,-14.38
Pj-7330-704306,2022-11-03,Jeremiah Curtis,West,Paper,Office Supplies,665.89,10,0.11,81.15
GH-7385-353378,2023-04-03,Crystal Garcia,West,Laptop,Technology,559.58,4,0.46,118.96
Ib-6189-016146,2023-03-06,Marcus Lee,South,Table,Furniture,617.44,6,0.12,94.4
dF-3371-124097,2024-05-30,Rebecca Petty,South,Printer,Technology,,8,0.04,0.0
WH-4345-875020,2021-12-26,,South,Bookcase,Furniture,88.43,1,0.26,22.93
Yp-8888-676944,2021-05-13,Michael Ramsey,East,Laptop,Technology,780.83,3,0.08,37.9
TQ-9517-724217,2021-09-17,Lauren Thomas,Central,Phone,Technology,1759.44,8,0.4,-322.32
zU-3623-583645,2024-06-15,Christina Saunders,East,Printer,Technology,378.68,8,0.46,-59.1
NC-9213-258564,2024-08-21,Bianca Bruce,East,Paper,Office Supplies,1666.38,7,0.09,699.12
wj-0359-816944,2021-11-27,Tanya Clark,Central,Pen,Office Supplies,1294.2,9,0.4,-351.65
gj-9252-159705,2023-04-01,Annette Charles,South,Desk,Furniture,760.39,2,0.06,177.41
oP-6209-719621,2023-08-05,Dr. George Cooper,West,Label,Office Supplies,1320.37,3,0.01,133.54
mn-9967-090451,2020-08-30,,South,Phone,Technology,137.31,2,0.43,-7.09
nP-2068-029804,2021-06-01,Matthew Fernandez,East,Bookcase,Furniture,173.33,5,0.08,-22.46
uN-8516-323368,2020-10-03,Brian Mathews,South,Stapler,Office Supplies,875.97,4,0.28,417.71
tq-6771-687396,2022-12-07,,East,Label,Office Supplies,,5,0.06,0.0
lV-8054-963694,2021-12-07,George Graves,East,Chair,Furniture,967.27,10,0.02,443.46
cB-7774-431909,2024-11-13,Brian Zimmerman,East,Pen,Office Supplies,1069.61,10,0.5,356.68
pq-8599-035074,2022-03-01,Holly Lyons,East,Bookcase,Furniture,572.73,6,0.4,197.18
So-8578-627762,2022-08-19,Joseph Williams,East,Phone,Technology,348.73,3,0.45,69.43
GJ-7118-292149,2024-04-25,Russell Clark,East,Phone,Technology,1102.36,9,0.07,332.62
uf-9720-013480,2022-05-24,Michael Hansen,West,Label,Office Supplies,1697.91,4,0.32,210.11
id-3031-043942,2021-05-04,Reginald Tapia,South,Table,Furniture,1291.66,4,0.41,-199.27
md-1195-728932,2022-11-28,Michael Berg,South,Stapler,Office Supplies,909.18,1,0.11,34.78
gc-8837-526997,2024-07-14,Rebecca Kidd,Central,Phone,Technology,1339.18,7,0.34,259.26
ph-9574-476963,2021-02-06,Michael Meyers,South,Table,Furniture,1760.01,10,0.13,-274.66
jE-0672-085617,2023-04-16,William Campos,Central,Monitor,Technology,,10,0.15,0.0
Uy-3445-983509,2025-01-29,Samantha Rivera,East,Phone,Technology,1238.05,6,0.23,190.85
mS-9193-466316,2020-06-14,Eric Johnson,East,Label,Office Supplies,1603.78,7,,574.25
se-7246-698788,2020-11-27,Joshua Mitchell,Central,Chair,Furniture,,2,0.24,0.0
Qm-6102-168840,2021-05-02,Dr. Amy Soto,Central,Chair,Furniture,566.5,7,0.21,32.9
rO-2688-747334,2022-12-10,Diane Shields,East,Stapler,Office Supplies,1553.71,7,0.18,644.82
Nw-0383-250499,2024-03-27,Christopher Carter,Central,Paper,Office Supplies,527.4,6,0.37,-16.68
yf-5061-132852,2022-01-19,James Pace,South,Monitor,Technology,987.55,2,0.37,106.68
ZF-6649-548234,2022-05-11,Christina Gray,Central,Pen,Office Supplies,388.91,1,0.19,175.48
yG-9828-213193,2022-05-07,,West,Phone,Technology,1939.03,9,,250.5
ZX-7388-621524,2021-05-25,Eric Miller,South,Paper,Office Supplies,720.78,4,0.22,184.44
do-4373-425857,2020-04-21,Virginia Zimmerman,East,Pen,Office Supplies,1468.3,5,0.13,-188.27
Vw-3461-133018,2025-04-03,John Bryan,East,Monitor,Technology,,4,0.32,0.0
bC-1732-038942,2020-12-18,Diana Walker,East,Bookcase,Furniture,1376.1,6,0.44,621.71
lB-7250-761542,2023-01-29,Sara York,Central,Chair,Furniture,667.08,3,0.33,-124.32
Tc-3091-926037,2024-03-02,Morgan Rivers,Central,Table,Furniture,1432.76,10,0.2,678.07
Vb-6718-788354,2022-03-14,Paul Holt,West,Chair,Furniture,865.76,8,0.3,285.95
Ys-7438-569940,2024-01-27,Ann Roach,South,Phone,Technology,600.86,8,0.03,89.18
ZV-4203-882380,2021-01-02,Michael Ellison,Central,Printer,Technology,1161.57,7,0.25,569.66
To-6365-898986,2022-03-28,Alexandria Allen,Central,Table,Furniture,1029.59,4,0.08,250.82
DD-8529-903077,2025-01-28,Brandi Scott,West,Phone,Technology,678.7,5,0.19,78.33
Si-6573-112368,2025-01-18,John Herring,West,Table,Furniture,1107.73,3,0.11,-259.74
hp-9314-239340,2023-07-27,,South,Laptop,Technology,26.68,6,0.04,8.82
Wx-9402-151637,2022-09-08,Johnathan Nunez,South,Pen,Office Supplies,818.55,6,0.28,210.39
AC-4829-612048,2024-01-19,Heidi Reed,West,Desk,Furniture,1470.7,10,0.08,700.28
EI-4060-518126,2023-05-25,Joseph Robinson,West,Printer,Technology,138.14,4,0.02,-38.11
Qt-9407-237152,2021-08-01,Lauren Curtis,East,Printer,Technology,1173.35,2,,-43.04
IZ-1042-843690,2023-04-05,Daniel Moss,East,Table,Furniture,525.18,7,0.37,217.15
At-7246-762797,2020-08-16,Kayla Stone,Central,Monitor,Technology,1004.76,5,,-285.42
NB-1837-545485,2021-07-20,,West,Pen,Office Supplies,1192.49,4,0.46,-205.56
Rq-2338-932193,2023-12-26,Kenneth Barton,West,Stapler,Office Supplies,1277.95,10,,279.1
oV-5016-484380,2021-09-24,Steven Smith,West,Phone,Technology,98.38,9,0.0,-23.36
KN-0848-047149,2020-11-19,Amanda Mccall,Central,Table,Furniture,1410.71,5,0.23,-258.51
ZT-0642-473261,2024-01-31,Jacqueline Allison,East,Laptop,Technology,78.33,2,0.14,34.95
Ei-7363-008816,2020-08-28,Rick Barton,West,Laptop,Technology,1776.68,2,0.01,155.66
pg-7274-320486,2023-01-17,Luis Campbell,West,Monitor,Technology,448.1,5,0.5,40.53
oL-7347-648287,2025-03-11,Peter Vazquez,West,Table,Furniture,1128.96,5,0.2,-213.14
LD-9308-419214,2025-03-08,Bruce Miller,East,Paper,Office Supplies,769.8,7,0.22,303.43
un-9057-051916,2023-09-03,Nancy Reeves,West,Paper,Office Supplies,75.23,6,0.38,-1.98
cZ-7372-175560,2022-05-23,Ashley Olson,South,Printer,Technology,334.38,3,0.22,77.87
ew-0482-584824,2023-03-30,Katrina Turner,West,Desk,Furniture,119.65,6,0.16,-18.53
pR-5665-348894,2021-08-29,Karen Jackson,West,Label,Office Supplies,1899.96,1,,857.22
rx-6521-600270,2025-04-15,Olivia Valencia,Central,Monitor,Technology,68.86,6,0.36,5.73
YM-0689-341403,2023-07-25,Matthew Allen,Central,Bookcase,Furniture,275.37,4,0.2,-70.54
gt-5236-499717,2021-08-26,Paige Holden,West,Table,Furniture,735.75,4,0.11,254.29
GT-3128-559150,2022-05-05,Jason Benton,East,Monitor,Technology,709.33,8,,243.35
zA-0338-585885,2021-08-09,Morgan Carter,Central,Phone,Technology,601.42,8,0.45,151.68
bV-5801-410361,2022-02-24,Jessica Stone,Central,Printer,Technology,1261.74,8,,395.12
FX-5059-973432,2023-04-05,Christopher Nichols,West,Table,Furniture,1841.65,3,0.1,401.15
ki-6221-102703,2024-06-29,Timothy Sandoval,West,Phone,Technology,82.79,2,0.12,1.14
Rl-3805-922072,2024-08-10,Catherine Moon,Central,Monitor,Technology,1880.78,5,0.0,-56.98
tP-4408-372366,2022-07-10,Thomas Shah,Central,Monitor,Technology,886.4,8,0.32,264.81
aP-9144-979414,2021-12-10,Stacey Harper,West,Printer,Technology,1884.23,3,0.43,-159.55
Me-9079-931696,2024-02-18,Richard Rowe,West,Stapler,Office Supplies,1400.54,5,0.21,-71.9
xn-4170-395632,2023-02-17,James Thomas,West,Phone,Technology,1752.6,5,0.06,-106.02
Sg-2488-068498,2020-10-23,Jeffrey Martinez,East,Paper,Office Supplies,1383.01,7,0.34,110.54
Xh-0257-815240,2023-11-08,Anthony Obrien,South,Phone,Technology,333.51,1,0.12,134.13
et-5395-937195,2024-05-18,Tyler Leon,West,Label,Office Supplies,1390.73,9,0.38,106.95
UQ-8416-760083,2024-06-12,Larry Peters,Central,Table,Furniture,84.77,1,0.1,4.51
nw-4990-202605,2025-01-29,Katherine Miller,South,Laptop,Technology,1134.87,5,0.18,-46.46
Xv-6081-676892,2021-02-06,John Robinson,East,Phone,Technology,1751.54,10,0.02,274.92
SP-9224-688065,2024-02-06,Rebecca Michael,South,Monitor,Technology,956.41,1,0.48,334.14
Ou-5433-566940,2024-07-14,Dylan Delgado,East,Paper,Office Supplies,,2,0.26,0.0
tp-2559-564833,2024-08-24,Amanda Henderson,East,Chair,Furniture,953.11,1,0.48,341.2
XS-7212-877629,2022-12-19,Nicolas Garcia,East,Label,Office Supplies,1505.64,8,,485.6
JG-8638-741180,2024-01-21,Melinda Walker,South,Label,Office Supplies,155.93,2,0.0,7.49
TE-8348-632748,2021-07-28,William Gill,South,Stapler,Office Supplies,152.73,1,0.43,-21.57
aF-8815-995416,2025-02-14,Todd Shaffer,Central,Table,Furniture,1775.07,5,0.21,818.2
Ky-7764-315891,2020-05-10,Jimmy Smith,West,Pen,Office Supplies,1238.7,3,0.17,153.49
Br-6870-902228,2020-05-21,Brittney Lee,Central,Label,Office Supplies,1939.88,7,0.36,921.8
bZ-4281-165282,2023-06-23,Jamie Marshall,Central,Desk,Furniture,1781.61,5,0.36,-483.55
Ei-6820-356955,2023-09-08,Brandi Rose,Central,Phone,Technology,697.5,9,0.03,241.44
BH-8797-136059,2022-11-29,John Brown,Central,Laptop,Technology,612.52,2,0.26,137.95
ed-1437-628830,2021-12-23,Elizabeth Potts MD,East,Phone,Technology,222.57,5,0.2,44.16
kT-4852-713365,2025-03-22,Teresa Martinez,Central,Table,Furniture,155.47,3,0.35,-22.11
ib-4817-604951,2021-12-16,Lisa Lopez,Central,Bookcase,Furniture,1318.19,7,,-235.04
SU-6325-662039,2023-02-15,Lydia Smith,Central,Laptop,Technology,11.77,1,,-0.08
zX-9484-123385,2023-10-17,Madeline White,East,Stapler,Office Supplies,1931.65,8,0.11,-21.22
dK-8875-154031,2024-10-28,Julie Smith,East,Printer,Technology,322.12,10,,4.71
Wp-9338-851155,2022-12-17,William Parsons,West,Desk,Furniture,209.37,9,0.1,-0.07
Rz-3770-938296,2020-09-21,Vanessa Hale,West,Stapler,Office Supplies,959.76,3,0.3,151.92
cz-6512-774330,2021-09-05,Alexander Byrd,East,Table,Furniture,1038.93,5,0.27,278.66
ee-7958-769095,2022-09-06,Jim Chambers,South,Table,Furniture,564.52,5,0.21,-164.97
AX-6146-295744,2021-08-08,Emily Price,Central,Chair,Furniture,1412.17,1,0.15,-251.18
